prefix,group,source,round,source_cycle,execution_index,benchmark,cpu,raw_benchmark,iterations,ns_op,bytes_op,allocs_op,comparison,note,raw_file
r9,public,current,3,6,18,BenchmarkValidateIdentityConstraintsFields/fields_3,,BenchmarkValidateIdentityConstraintsFields/fields_3,877,277700,153920,876,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkValidateIdentityConstraintsFields/fields_8,,BenchmarkValidateIdentityConstraintsFields/fields_8,429,581639,208696,1891,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateNestedIdentitySelections/depth_16,,BenchmarkSessionValidateNestedIdentitySelections/depth_16,9274,29454,4121,27,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateNestedIdentitySelections/depth_64,,BenchmarkSessionValidateNestedIdentitySelections/depth_64,1531,170543,17153,79,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateNestedIdentitySelections/depth_256,,BenchmarkSessionValidateNestedIdentitySelections/depth_256,148,1584817,70684,277,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateNestedIdentitySelectionPaths,,BenchmarkSessionValidateNestedIdentitySelectionPaths,784,302187,131254,3,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateRetainedIdentityPaths,,BenchmarkSessionValidateRetainedIdentityPaths,98,2820197,650740,4018,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateDisjointIdentityPaths/lexical,,BenchmarkSessionValidateDisjointIdentityPaths/lexical,15,15447486,176026,279,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateDisjointIdentityPaths/expanded,,BenchmarkSessionValidateDisjointIdentityPaths/expanded,8,27692167,155217,302,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_namespaces,,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_namespaces,6,37815014,3341497,32909,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_control,,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_control,7,33673429,539970,32343,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateExpandedIdentityPaths,,BenchmarkSessionValidateExpandedIdentityPaths,121,1974112,358874,2521,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateSharedExpandedIdentityPrefix/identity,,BenchmarkSessionValidateSharedExpandedIdentityPrefix/identity,12,19425156,4737372,19740,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateSharedExpandedIdentityPrefix/control,,BenchmarkSessionValidateSharedExpandedIdentityPrefix/control,21,11088560,4286,11,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileCountedChoiceDFA/small,,BenchmarkCompileCountedChoiceDFA/small,2782,82227,165144,661,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileCountedChoiceDFA/medium,,BenchmarkCompileCountedChoiceDFA/medium,1846,137535,231732,1263,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileCountedChoiceDFA/large,,BenchmarkCompileCountedChoiceDFA/large,1059,230155,331769,2149,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileSubstitutionGroups,,BenchmarkCompileSubstitutionGroups,340,696732,547112,1547,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileAttributeGroupFanout/refs_1,,BenchmarkCompileAttributeGroupFanout/refs_1,4153,59648,133536,338,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileAttributeGroupFanout/refs_10,,BenchmarkCompileAttributeGroupFanout/refs_10,1978,119514,172216,644,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileAttributeGroupFanout/refs_100,,BenchmarkCompileAttributeGroupFanout/refs_100,334,705486,611144,3092,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileAttributeGroupFanout/refs_1000,,BenchmarkCompileAttributeGroupFanout/refs_1000,34,6922173,5125014,27428,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileRegexCategoryEscapes,,BenchmarkCompileRegexCategoryEscapes,99,2550895,8319184,5415,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileDeepSimpleTypeChain,,BenchmarkCompileDeepSimpleTypeChain,57,4299573,2369618,12899,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileRepeatedNestedUnionMembers,,BenchmarkCompileRepeatedNestedUnionMembers,206,1164073,810960,5228,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileOpaqueAnnotationPayload,,BenchmarkCompileOpaqueAnnotationPayload,259,931402,258192,1279,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateUndeclaredRootXSIType,,BenchmarkSessionValidateUndeclaredRootXSIType,162981,1574,32,1,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileSourceDocuments/distinct,,BenchmarkCompileSourceDocuments/distinct,331,720530,690856,3029,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileSourceDocuments/duplicate_identity,,BenchmarkCompileSourceDocuments/duplicate_identity,176,1365223,1232710,5887,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileStreamingSource/4096B,,BenchmarkCompileStreamingSource/4096B,3295,70074,125776,275,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileStreamingSource/1048576B,,BenchmarkCompileStreamingSource/1048576B,42,5891632,125776,275,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkCompileStreamingSource/16777216B,,BenchmarkCompileStreamingSource/16777216B,3,93028361,125776,275,paired,,r9-public-3-current.txt
r9,public,current,3,6,18,BenchmarkSessionValidateUnionLateMember,,BenchmarkSessionValidateUnionLateMember,1483,160028,32,1,paired,matching public API workload added in both snapshots,r9-public-3-current.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateAllContent/4,,BenchmarkSessionValidateAllContent/4,87046,2810,0,0,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateAllContent/16,,BenchmarkSessionValidateAllContent/16,22916,10407,0,0,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateAllContent/64,,BenchmarkSessionValidateAllContent/64,4797,52431,0,0,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateAllContent/256,,BenchmarkSessionValidateAllContent/256,588,406394,0,0,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateAllContent/1024,,BenchmarkSessionValidateAllContent/1024,51,4537550,1960,513,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileSmallSchema,,BenchmarkCompileSmallSchema,1222,190755,206075,625,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileAndFirstSession,,BenchmarkCompileAndFirstSession,1245,194961,279815,627,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateRepeatedSmallDocument,,BenchmarkValidateRepeatedSmallDocument,781,316912,76808,38,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateRepeatedSmallDocument,,BenchmarkSessionValidateRepeatedSmallDocument,837,279974,35,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_false,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_false,29456,8098,32,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_true,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_true,17672,14028,32,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_false,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_false,7562,33484,32,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_true,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_true,4704,51358,32,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_false,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_false,2036,119416,32,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_true,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_true,1167,207125,32,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateRepeatedXSIType,,BenchmarkSessionValidateRepeatedXSIType,2336,92894,33,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateIDAttributeStart,,BenchmarkSessionValidateIDAttributeStart,1856,125347,840,101,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateSimpleIDEnd,,BenchmarkSessionValidateSimpleIDEnd,2294,110632,832,101,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateRepeatedQNameValues,,BenchmarkSessionValidateRepeatedQNameValues,1408,170493,33,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateRepeatedLaxWildcard,,BenchmarkSessionValidateRepeatedLaxWildcard,175492,1394,32,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateStringLengthFacet,,BenchmarkSessionValidateStringLengthFacet,24710,9691,32,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateWideChoice,,BenchmarkSessionValidateWideChoice,92,2606438,385,5,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateSubstitutionGroup,,BenchmarkValidateSubstitutionGroup,334,742138,78272,60,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateDateDecimalRows,,BenchmarkSessionValidateDateDecimalRows,1305,191516,34,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateSmallInvalidDocument,,BenchmarkValidateSmallInvalidDocument,16851,14134,77840,59,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateManyRecoverablePathErrors,,BenchmarkValidateManyRecoverablePathErrors,2544,99891,110352,631,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateDeeplyNestedDocument,,BenchmarkValidateDeeplyNestedDocument,1954,121977,184288,311,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateDeepThenShallow,,BenchmarkSessionValidateDeepThenShallow,328393,722.5,32,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateDuplicateAttributes,,BenchmarkValidateDuplicateAttributes,694,344273,612000,1604,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileDuplicateSchemaSources,,BenchmarkCompileDuplicateSchemaSources,488,471614,1236932,894,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileIncludeGraph,,BenchmarkCompileIncludeGraph,157,1528815,7037042,6812,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileChameleonTargetFanout/targets_1,,BenchmarkCompileChameleonTargetFanout/targets_1,1484,165121,312904,489,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileChameleonTargetFanout/targets_8,,BenchmarkCompileChameleonTargetFanout/targets_8,825,288322,903504,1143,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileChameleonTargetFanout/targets_32,,BenchmarkCompileChameleonTargetFanout/targets_32,328,719234,2923409,3181,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileSchemaText,,BenchmarkCompileSchemaText,763,308124,1140336,360,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateIdentityConstraints,,BenchmarkValidateIdentityConstraints,814,299104,172344,610,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateIdentityConstraintsRows/rows_10,,BenchmarkValidateIdentityConstraintsRows/rows_10,5798,39971,87048,130,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateIdentityConstraintsRows/rows_100,,BenchmarkValidateIdentityConstraintsRows/rows_100,798,310116,172344,610,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateIdentityConstraintsRows/rows_1000,,BenchmarkValidateIdentityConstraintsRows/rows_1000,91,3077329,1057826,5149,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateIdentityConstraintsRows/rows_10,,BenchmarkSessionValidateIdentityConstraintsRows/rows_10,9598,28069,4168,42,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateIdentityConstraintsRows/rows_100,,BenchmarkSessionValidateIdentityConstraintsRows/rows_100,907,273512,37723,321,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateIdentityConstraintsRows/rows_1000,,BenchmarkSessionValidateIdentityConstraintsRows/rows_1000,98,2729884,445521,4021,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateIdentityConstraintsFields/fields_1,,BenchmarkValidateIdentityConstraintsFields/fields_1,1376,177602,124920,473,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateIdentityConstraintsFields/fields_3,,BenchmarkValidateIdentityConstraintsFields/fields_3,717,336710,165816,1190,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkValidateIdentityConstraintsFields/fields_8,,BenchmarkValidateIdentityConstraintsFields/fields_8,336,885948,232080,2424,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateNestedIdentitySelections/depth_16,,BenchmarkSessionValidateNestedIdentitySelections/depth_16,7321,32963,4122,27,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateNestedIdentitySelections/depth_64,,BenchmarkSessionValidateNestedIdentitySelections/depth_64,1335,193401,17167,79,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateNestedIdentitySelections/depth_256,,BenchmarkSessionValidateNestedIdentitySelections/depth_256,134,1758604,71183,279,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateNestedIdentitySelectionPaths,,BenchmarkSessionValidateNestedIdentitySelectionPaths,804,298267,131262,3,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateRetainedIdentityPaths,,BenchmarkSessionValidateRetainedIdentityPaths,87,3094948,651760,4025,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateDisjointIdentityPaths/lexical,,BenchmarkSessionValidateDisjointIdentityPaths/lexical,13,18268362,180278,303,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateDisjointIdentityPaths/expanded,,BenchmarkSessionValidateDisjointIdentityPaths/expanded,8,29370823,159129,337,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_namespaces,,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_namespaces,6,39954285,3348497,32998,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_control,,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_control,6,35184215,550936,32445,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateExpandedIdentityPaths,,BenchmarkSessionValidateExpandedIdentityPaths,100,2077438,359797,2528,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateSharedExpandedIdentityPrefix/identity,,BenchmarkSessionValidateSharedExpandedIdentityPrefix/identity,10,21029700,4743599,19811,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateSharedExpandedIdentityPrefix/control,,BenchmarkSessionValidateSharedExpandedIdentityPrefix/control,20,11252298,5249,19,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileCountedChoiceDFA/small,,BenchmarkCompileCountedChoiceDFA/small,1375,170858,193329,752,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileCountedChoiceDFA/medium,,BenchmarkCompileCountedChoiceDFA/medium,997,240912,259461,1402,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileCountedChoiceDFA/large,,BenchmarkCompileCountedChoiceDFA/large,654,370774,360034,2331,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileSubstitutionGroups,,BenchmarkCompileSubstitutionGroups,340,702448,460032,1621,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileAttributeGroupFanout/refs_1,,BenchmarkCompileAttributeGroupFanout/refs_1,1748,148391,164816,416,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileAttributeGroupFanout/refs_10,,BenchmarkCompileAttributeGroupFanout/refs_10,1152,202525,204440,756,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileAttributeGroupFanout/refs_100,,BenchmarkCompileAttributeGroupFanout/refs_100,313,770193,655064,3564,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileAttributeGroupFanout/refs_1000,,BenchmarkCompileAttributeGroupFanout/refs_1000,39,6894788,5075472,30004,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileRegexCategoryEscapes,,BenchmarkCompileRegexCategoryEscapes,85,3154181,6693492,9768,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileDeepSimpleTypeChain,,BenchmarkCompileDeepSimpleTypeChain,28,8632740,2268158,8478,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileRepeatedNestedUnionMembers,,BenchmarkCompileRepeatedNestedUnionMembers,207,1158861,830432,4784,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileOpaqueAnnotationPayload,,BenchmarkCompileOpaqueAnnotationPayload,214,1118126,361384,2874,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateUndeclaredRootXSIType,,BenchmarkSessionValidateUndeclaredRootXSIType,151740,1560,32,1,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileSourceDocuments/distinct,,BenchmarkCompileSourceDocuments/distinct,147,1614518,10181558,8054,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileSourceDocuments/duplicate_identity,,BenchmarkCompileSourceDocuments/duplicate_identity,100,2344500,10625095,13699,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileStreamingSource/4096B,,BenchmarkCompileStreamingSource/4096B,1254,194153,166840,361,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileStreamingSource/1048576B,,BenchmarkCompileStreamingSource/1048576B,14,15455250,2384441,376,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkCompileStreamingSource/16777216B,,BenchmarkCompileStreamingSource/16777216B,1,242356292,36381256,383,paired,,r9-public-4-baseline.txt
r9,public,baseline,4,7,20,BenchmarkSessionValidateUnionLateMember,,BenchmarkSessionValidateUnionLateMember,1412,172068,32,1,paired,matching public API workload added in both snapshots,r9-public-4-baseline.txt
r9,public,current,4,8,19,BenchmarkSessionValidateAllContent/4,,BenchmarkSessionValidateAllContent/4,93183,2626,0,0,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateAllContent/16,,BenchmarkSessionValidateAllContent/16,26443,8928,0,0,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateAllContent/64,,BenchmarkSessionValidateAllContent/64,7191,32577,0,0,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateAllContent/256,,BenchmarkSessionValidateAllContent/256,1882,127526,0,0,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateAllContent/1024,,BenchmarkSessionValidateAllContent/1024,440,544492,1960,513,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkCompileSmallSchema,,BenchmarkCompileSmallSchema,2330,103602,198809,569,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkCompileAndFirstSession,,BenchmarkCompileAndFirstSession,2192,108236,272549,571,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkValidateRepeatedSmallDocument,,BenchmarkValidateRepeatedSmallDocument,799,314301,76080,28,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateRepeatedSmallDocument,,BenchmarkSessionValidateRepeatedSmallDocument,901,277490,34,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_false,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_false,34147,6898,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_true,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_true,19682,12132,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_false,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_false,9086,26618,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_true,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_true,4978,50131,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_false,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_false,2262,107874,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_true,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_true,1286,194934,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateRepeatedXSIType,,BenchmarkSessionValidateRepeatedXSIType,2830,86089,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateIDAttributeStart,,BenchmarkSessionValidateIDAttributeStart,2407,99864,840,101,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateSimpleIDEnd,,BenchmarkSessionValidateSimpleIDEnd,2902,83316,832,101,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateRepeatedQNameValues,,BenchmarkSessionValidateRepeatedQNameValues,3220,72493,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateRepeatedLaxWildcard,,BenchmarkSessionValidateRepeatedLaxWildcard,187350,1420,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateStringLengthFacet,,BenchmarkSessionValidateStringLengthFacet,39810,6228,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateWideChoice,,BenchmarkSessionValidateWideChoice,97,2442258,243,3,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkValidateSubstitutionGroup,,BenchmarkValidateSubstitutionGroup,363,679265,76840,37,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateDateDecimalRows,,BenchmarkSessionValidateDateDecimalRows,1413,167100,33,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkValidateSmallInvalidDocument,,BenchmarkValidateSmallInvalidDocument,23368,10222,77096,48,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkValidateManyRecoverablePathErrors,,BenchmarkValidateManyRecoverablePathErrors,2704,92444,110080,627,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkValidateDeeplyNestedDocument,,BenchmarkValidateDeeplyNestedDocument,2115,106530,159456,174,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateDeepThenShallow,,BenchmarkSessionValidateDeepThenShallow,341904,703.6,32,1,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkValidateDuplicateAttributes,,BenchmarkValidateDuplicateAttributes,682,351556,586985,1083,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkCompileDuplicateSchemaSources,,BenchmarkCompileDuplicateSchemaSources,960,247804,221832,444,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkCompileIncludeGraph,,BenchmarkCompileIncludeGraph,277,858915,767408,3623,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkCompileChameleonTargetFanout/targets_1,,BenchmarkCompileChameleonTargetFanout/targets_1,4180,59349,132584,340,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkCompileChameleonTargetFanout/targets_8,,BenchmarkCompileChameleonTargetFanout/targets_8,1978,125374,197880,696,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkCompileChameleonTargetFanout/targets_32,,BenchmarkCompileChameleonTargetFanout/targets_32,642,373816,427258,1703,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkCompileSchemaText,,BenchmarkCompileSchemaText,714,337035,1379592,282,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkValidateIdentityConstraints,,BenchmarkValidateIdentityConstraints,837,288365,167120,501,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkValidateIdentityConstraintsRows/rows_10,,BenchmarkValidateIdentityConstraintsRows/rows_10,6676,36535,86512,114,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkValidateIdentityConstraintsRows/rows_100,,BenchmarkValidateIdentityConstraintsRows/rows_100,830,284325,167120,501,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkValidateIdentityConstraintsRows/rows_1000,,BenchmarkValidateIdentityConstraintsRows/rows_1000,100,2771799,1034969,4626,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateIdentityConstraintsRows/rows_10,,BenchmarkSessionValidateIdentityConstraintsRows/rows_10,10000,24595,4168,42,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateIdentityConstraintsRows/rows_100,,BenchmarkSessionValidateIdentityConstraintsRows/rows_100,916,251305,37716,321,paired,,r9-public-4-current.txt
r9,public,current,4,8,19,BenchmarkSessionValidateIdentityConstraintsRows/rows_1000,,BenchmarkSessionValidateIdentityConstraintsRows/rows_1000,100,2577167,445181,4016,paired,,r9-public-4-current.txt
