prefix,group,source,round,source_cycle,execution_index,benchmark,cpu,raw_benchmark,iterations,ns_op,bytes_op,allocs_op,comparison,note,raw_file
r9,public,baseline,6,11,24,BenchmarkSessionValidateDisjointIdentityPaths/lexical,,BenchmarkSessionValidateDisjointIdentityPaths/lexical,13,17749529,180278,303,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkSessionValidateDisjointIdentityPaths/expanded,,BenchmarkSessionValidateDisjointIdentityPaths/expanded,7,29227411,163123,348,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_namespaces,,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_namespaces,6,39616146,3348497,32998,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_control,,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_control,6,35210965,550936,32445,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkSessionValidateExpandedIdentityPaths,,BenchmarkSessionValidateExpandedIdentityPaths,100,2062632,359798,2528,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkSessionValidateSharedExpandedIdentityPrefix/identity,,BenchmarkSessionValidateSharedExpandedIdentityPrefix/identity,10,23579667,4743599,19811,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkSessionValidateSharedExpandedIdentityPrefix/control,,BenchmarkSessionValidateSharedExpandedIdentityPrefix/control,19,13391217,5523,20,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileCountedChoiceDFA/small,,BenchmarkCompileCountedChoiceDFA/small,1408,168627,193329,752,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileCountedChoiceDFA/medium,,BenchmarkCompileCountedChoiceDFA/medium,1040,238100,259461,1402,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileCountedChoiceDFA/large,,BenchmarkCompileCountedChoiceDFA/large,646,386836,360035,2331,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileSubstitutionGroups,,BenchmarkCompileSubstitutionGroups,333,711801,460032,1621,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileAttributeGroupFanout/refs_1,,BenchmarkCompileAttributeGroupFanout/refs_1,1654,147926,164816,416,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileAttributeGroupFanout/refs_10,,BenchmarkCompileAttributeGroupFanout/refs_10,1137,215299,204440,756,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileAttributeGroupFanout/refs_100,,BenchmarkCompileAttributeGroupFanout/refs_100,286,806597,655064,3564,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileAttributeGroupFanout/refs_1000,,BenchmarkCompileAttributeGroupFanout/refs_1000,39,6839057,5075472,30004,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileRegexCategoryEscapes,,BenchmarkCompileRegexCategoryEscapes,88,2836975,6693492,9768,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileDeepSimpleTypeChain,,BenchmarkCompileDeepSimpleTypeChain,31,8803435,2268158,8478,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileRepeatedNestedUnionMembers,,BenchmarkCompileRepeatedNestedUnionMembers,205,1165137,830432,4784,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileOpaqueAnnotationPayload,,BenchmarkCompileOpaqueAnnotationPayload,210,1132763,361384,2874,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkSessionValidateUndeclaredRootXSIType,,BenchmarkSessionValidateUndeclaredRootXSIType,151116,1606,32,1,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileSourceDocuments/distinct,,BenchmarkCompileSourceDocuments/distinct,140,1691277,10181558,8054,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileSourceDocuments/duplicate_identity,,BenchmarkCompileSourceDocuments/duplicate_identity,100,2372066,10625095,13699,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileStreamingSource/4096B,,BenchmarkCompileStreamingSource/4096B,1291,183299,166840,361,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileStreamingSource/1048576B,,BenchmarkCompileStreamingSource/1048576B,14,15049214,2384441,376,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkCompileStreamingSource/16777216B,,BenchmarkCompileStreamingSource/16777216B,1,240589709,36381256,383,paired,,r9-public-6-baseline.txt
r9,public,baseline,6,11,24,BenchmarkSessionValidateUnionLateMember,,BenchmarkSessionValidateUnionLateMember,1437,172114,32,1,paired,matching public API workload added in both snapshots,r9-public-6-baseline.txt
r9,public,current,6,12,23,BenchmarkSessionValidateAllContent/4,,BenchmarkSessionValidateAllContent/4,94534,2604,0,0,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateAllContent/16,,BenchmarkSessionValidateAllContent/16,26733,8929,0,0,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateAllContent/64,,BenchmarkSessionValidateAllContent/64,6796,32712,0,0,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateAllContent/256,,BenchmarkSessionValidateAllContent/256,1878,126403,0,0,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateAllContent/1024,,BenchmarkSessionValidateAllContent/1024,460,538235,1960,513,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileSmallSchema,,BenchmarkCompileSmallSchema,2037,115217,198809,569,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileAndFirstSession,,BenchmarkCompileAndFirstSession,2182,108082,272549,571,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateRepeatedSmallDocument,,BenchmarkValidateRepeatedSmallDocument,771,321299,76080,28,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateRepeatedSmallDocument,,BenchmarkSessionValidateRepeatedSmallDocument,855,276768,34,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_false,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_false,33908,6918,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_true,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_16/churn_true,19682,12180,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_false,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_false,9164,26780,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_true,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_64/churn_true,4923,49141,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_false,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_false,2163,109256,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_true,,BenchmarkSessionValidateNamespaceAdmissionChurn/depth_256/churn_true,1244,198244,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateRepeatedXSIType,,BenchmarkSessionValidateRepeatedXSIType,2673,85742,33,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateIDAttributeStart,,BenchmarkSessionValidateIDAttributeStart,2239,100811,840,101,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateSimpleIDEnd,,BenchmarkSessionValidateSimpleIDEnd,2919,83525,832,101,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateRepeatedQNameValues,,BenchmarkSessionValidateRepeatedQNameValues,3339,72858,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateRepeatedLaxWildcard,,BenchmarkSessionValidateRepeatedLaxWildcard,188587,1395,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateStringLengthFacet,,BenchmarkSessionValidateStringLengthFacet,38401,6298,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateWideChoice,,BenchmarkSessionValidateWideChoice,90,2422062,259,3,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateSubstitutionGroup,,BenchmarkValidateSubstitutionGroup,368,669434,76840,37,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateDateDecimalRows,,BenchmarkSessionValidateDateDecimalRows,1405,172316,33,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateSmallInvalidDocument,,BenchmarkValidateSmallInvalidDocument,23324,10257,77096,48,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateManyRecoverablePathErrors,,BenchmarkValidateManyRecoverablePathErrors,2805,90908,110080,627,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateDeeplyNestedDocument,,BenchmarkValidateDeeplyNestedDocument,2196,105259,159456,174,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateDeepThenShallow,,BenchmarkSessionValidateDeepThenShallow,333687,706,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateDuplicateAttributes,,BenchmarkValidateDuplicateAttributes,675,352906,586985,1083,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileDuplicateSchemaSources,,BenchmarkCompileDuplicateSchemaSources,954,249990,221832,444,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileIncludeGraph,,BenchmarkCompileIncludeGraph,276,863542,767408,3623,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileChameleonTargetFanout/targets_1,,BenchmarkCompileChameleonTargetFanout/targets_1,3955,59240,132584,340,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileChameleonTargetFanout/targets_8,,BenchmarkCompileChameleonTargetFanout/targets_8,1882,124037,197880,696,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileChameleonTargetFanout/targets_32,,BenchmarkCompileChameleonTargetFanout/targets_32,680,363331,427258,1703,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileSchemaText,,BenchmarkCompileSchemaText,708,332309,1379592,282,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateIdentityConstraints,,BenchmarkValidateIdentityConstraints,824,289378,167120,501,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateIdentityConstraintsRows/rows_10,,BenchmarkValidateIdentityConstraintsRows/rows_10,6777,36961,86512,114,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateIdentityConstraintsRows/rows_100,,BenchmarkValidateIdentityConstraintsRows/rows_100,864,289197,167120,501,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateIdentityConstraintsRows/rows_1000,,BenchmarkValidateIdentityConstraintsRows/rows_1000,100,2767626,1034969,4626,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateIdentityConstraintsRows/rows_10,,BenchmarkSessionValidateIdentityConstraintsRows/rows_10,10000,24593,4168,42,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateIdentityConstraintsRows/rows_100,,BenchmarkSessionValidateIdentityConstraintsRows/rows_100,988,247121,37712,321,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateIdentityConstraintsRows/rows_1000,,BenchmarkSessionValidateIdentityConstraintsRows/rows_1000,100,2545754,445181,4016,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateIdentityConstraintsFields/fields_1,,BenchmarkValidateIdentityConstraintsFields/fields_1,1430,167594,119648,363,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateIdentityConstraintsFields/fields_3,,BenchmarkValidateIdentityConstraintsFields/fields_3,855,285967,153920,876,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkValidateIdentityConstraintsFields/fields_8,,BenchmarkValidateIdentityConstraintsFields/fields_8,412,590912,208696,1891,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateNestedIdentitySelections/depth_16,,BenchmarkSessionValidateNestedIdentitySelections/depth_16,9270,29055,4121,27,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateNestedIdentitySelections/depth_64,,BenchmarkSessionValidateNestedIdentitySelections/depth_64,1555,166024,17152,79,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateNestedIdentitySelections/depth_256,,BenchmarkSessionValidateNestedIdentitySelections/depth_256,156,1563335,70594,277,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateNestedIdentitySelectionPaths,,BenchmarkSessionValidateNestedIdentitySelectionPaths,789,301387,131253,3,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateRetainedIdentityPaths,,BenchmarkSessionValidateRetainedIdentityPaths,97,2917468,650802,4018,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateDisjointIdentityPaths/lexical,,BenchmarkSessionValidateDisjointIdentityPaths/lexical,15,16039697,176026,279,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateDisjointIdentityPaths/expanded,,BenchmarkSessionValidateDisjointIdentityPaths/expanded,8,27919536,155217,302,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_namespaces,,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_namespaces,6,38061264,3341497,32909,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_control,,BenchmarkSessionValidateDisjointIdentityPaths/expanded_distinct_control,7,32079458,539970,32343,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateExpandedIdentityPaths,,BenchmarkSessionValidateExpandedIdentityPaths,127,1890100,358718,2521,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateSharedExpandedIdentityPrefix/identity,,BenchmarkSessionValidateSharedExpandedIdentityPrefix/identity,12,19250510,4737375,19740,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateSharedExpandedIdentityPrefix/control,,BenchmarkSessionValidateSharedExpandedIdentityPrefix/control,20,11493152,4498,12,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileCountedChoiceDFA/small,,BenchmarkCompileCountedChoiceDFA/small,2524,88886,165144,661,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileCountedChoiceDFA/medium,,BenchmarkCompileCountedChoiceDFA/medium,1690,149183,231732,1263,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileCountedChoiceDFA/large,,BenchmarkCompileCountedChoiceDFA/large,985,243808,331769,2149,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileSubstitutionGroups,,BenchmarkCompileSubstitutionGroups,358,669294,547112,1547,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileAttributeGroupFanout/refs_1,,BenchmarkCompileAttributeGroupFanout/refs_1,4245,54836,133536,338,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileAttributeGroupFanout/refs_10,,BenchmarkCompileAttributeGroupFanout/refs_10,2140,119946,172216,644,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileAttributeGroupFanout/refs_100,,BenchmarkCompileAttributeGroupFanout/refs_100,346,709061,611144,3092,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileAttributeGroupFanout/refs_1000,,BenchmarkCompileAttributeGroupFanout/refs_1000,30,7018644,5125013,27428,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileRegexCategoryEscapes,,BenchmarkCompileRegexCategoryEscapes,81,2660504,8319184,5415,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileDeepSimpleTypeChain,,BenchmarkCompileDeepSimpleTypeChain,64,4287309,2369619,12899,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileRepeatedNestedUnionMembers,,BenchmarkCompileRepeatedNestedUnionMembers,208,1148719,810960,5228,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileOpaqueAnnotationPayload,,BenchmarkCompileOpaqueAnnotationPayload,271,889091,258192,1279,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateUndeclaredRootXSIType,,BenchmarkSessionValidateUndeclaredRootXSIType,169394,1556,32,1,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileSourceDocuments/distinct,,BenchmarkCompileSourceDocuments/distinct,328,717504,690856,3029,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileSourceDocuments/duplicate_identity,,BenchmarkCompileSourceDocuments/duplicate_identity,164,1457621,1232710,5887,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileStreamingSource/4096B,,BenchmarkCompileStreamingSource/4096B,3411,73294,125776,275,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileStreamingSource/1048576B,,BenchmarkCompileStreamingSource/1048576B,40,6025220,125776,275,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkCompileStreamingSource/16777216B,,BenchmarkCompileStreamingSource/16777216B,3,91720681,125776,275,paired,,r9-public-6-current.txt
r9,public,current,6,12,23,BenchmarkSessionValidateUnionLateMember,,BenchmarkSessionValidateUnionLateMember,1564,154055,32,1,paired,matching public API workload added in both snapshots,r9-public-6-current.txt
r9,format,baseline,1,1,25,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4185,59028,146200,104,paired,,r9-format-1-baseline.txt
r9,format,baseline,1,1,25,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,1290,185982,280064,32,paired,,r9-format-1-baseline.txt
r9,format,baseline,1,1,25,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,256,914091,596961,71,paired,,r9-format-1-baseline.txt
r9,format,baseline,1,1,25,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,216,1119149,728081,16465,paired,,r9-format-1-baseline.txt
r9,format,current,1,2,26,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4387,57853,135144,74,paired,,r9-format-1-current.txt
r9,format,current,1,2,26,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,2598,94279,148608,25,paired,,r9-format-1-current.txt
r9,format,current,1,2,26,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,304,788159,156808,26,paired,,r9-format-1-current.txt
r9,format,current,1,2,26,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,280,813307,238776,37,paired,,r9-format-1-current.txt
r9,format,baseline,2,3,28,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4134,58608,146200,104,paired,,r9-format-2-baseline.txt
r9,format,baseline,2,3,28,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,1309,182783,280064,32,paired,,r9-format-2-baseline.txt
r9,format,baseline,2,3,28,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,270,883763,596961,71,paired,,r9-format-2-baseline.txt
r9,format,baseline,2,3,28,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,228,1210293,728081,16465,paired,,r9-format-2-baseline.txt
r9,format,current,2,4,27,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4392,55167,135144,74,paired,,r9-format-2-current.txt
r9,format,current,2,4,27,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,2626,90604,148608,25,paired,,r9-format-2-current.txt
r9,format,current,2,4,27,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,297,797072,156808,26,paired,,r9-format-2-current.txt
r9,format,current,2,4,27,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,303,792499,238776,37,paired,,r9-format-2-current.txt
r9,format,baseline,3,5,29,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4552,56986,146200,104,paired,,r9-format-3-baseline.txt
r9,format,baseline,3,5,29,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,1377,183643,280064,32,paired,,r9-format-3-baseline.txt
r9,format,baseline,3,5,29,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,267,868958,596961,71,paired,,r9-format-3-baseline.txt
r9,format,baseline,3,5,29,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,219,1091212,728081,16465,paired,,r9-format-3-baseline.txt
r9,format,current,3,6,30,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4678,53976,135144,74,paired,,r9-format-3-current.txt
r9,format,current,3,6,30,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,2778,86965,148608,25,paired,,r9-format-3-current.txt
r9,format,current,3,6,30,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,315,760659,156808,26,paired,,r9-format-3-current.txt
r9,format,current,3,6,30,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,312,768443,238776,37,paired,,r9-format-3-current.txt
r9,format,baseline,4,7,32,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4306,57845,146200,104,paired,,r9-format-4-baseline.txt
r9,format,baseline,4,7,32,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,1299,180266,280064,32,paired,,r9-format-4-baseline.txt
r9,format,baseline,4,7,32,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,283,842551,596961,71,paired,,r9-format-4-baseline.txt
r9,format,baseline,4,7,32,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,229,1056597,728081,16465,paired,,r9-format-4-baseline.txt
r9,format,current,4,8,31,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4790,52999,135144,74,paired,,r9-format-4-current.txt
r9,format,current,4,8,31,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,2904,85662,148608,25,paired,,r9-format-4-current.txt
r9,format,current,4,8,31,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,304,789251,156808,26,paired,,r9-format-4-current.txt
r9,format,current,4,8,31,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,298,794859,238776,37,paired,,r9-format-4-current.txt
r9,format,baseline,5,9,33,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,3944,58550,146200,104,paired,,r9-format-5-baseline.txt
r9,format,baseline,5,9,33,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,1290,182354,280064,32,paired,,r9-format-5-baseline.txt
r9,format,baseline,5,9,33,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,271,882390,596961,71,paired,,r9-format-5-baseline.txt
r9,format,baseline,5,9,33,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,223,1086547,728081,16465,paired,,r9-format-5-baseline.txt
r9,format,current,5,10,34,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4786,52603,135144,74,paired,,r9-format-5-current.txt
r9,format,current,5,10,34,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,2905,83688,148608,25,paired,,r9-format-5-current.txt
r9,format,current,5,10,34,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,316,757041,156808,26,paired,,r9-format-5-current.txt
r9,format,current,5,10,34,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,308,792110,238776,37,paired,,r9-format-5-current.txt
r9,format,baseline,6,11,36,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4251,55859,146200,104,paired,,r9-format-6-baseline.txt
r9,format,baseline,6,11,36,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,1378,176388,280064,32,paired,,r9-format-6-baseline.txt
r9,format,baseline,6,11,36,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,283,856052,596961,71,paired,,r9-format-6-baseline.txt
r9,format,baseline,6,11,36,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,225,1066563,728081,16465,paired,,r9-format-6-baseline.txt
r9,format,current,6,12,35,BenchmarkXMLDuplicateAttributes,,BenchmarkXMLDuplicateAttributes,4575,55141,135144,74,paired,,r9-format-6-current.txt
r9,format,current,6,12,35,BenchmarkXMLLargeAttribute,,BenchmarkXMLLargeAttribute,2683,104270,148608,25,paired,,r9-format-6-current.txt
r9,format,current,6,12,35,BenchmarkXMLMixedEscapedAttribute,,BenchmarkXMLMixedEscapedAttribute,309,787740,156808,26,paired,,r9-format-6-current.txt
r9,format,current,6,12,35,BenchmarkXMLMixedEscapedAttributeWriterOnly,,BenchmarkXMLMixedEscapedAttributeWriterOnly,296,797022,238776,37,paired,,r9-format-6-current.txt
r9,regex,baseline,1,1,37,BenchmarkSimplePatternVariableNoMatchString,,BenchmarkSimplePatternVariableNoMatchString,5416,44928,25856,2,paired,,r9-regex-1-baseline.txt
r9,regex,baseline,1,1,37,BenchmarkSimplePatternVariableNoMatchBytes,,BenchmarkSimplePatternVariableNoMatchBytes,5097,49281,25856,2,paired,,r9-regex-1-baseline.txt
r9,regex,baseline,1,1,37,BenchmarkSimplePatternVariableNoMatchStringScratch,,BenchmarkSimplePatternVariableNoMatchStringScratch,5300,45813,0,0,paired,,r9-regex-1-baseline.txt
r9,regex,baseline,1,1,37,BenchmarkSimplePatternVariableNoMatchBytesScratch,,BenchmarkSimplePatternVariableNoMatchBytesScratch,5222,45491,0,0,paired,,r9-regex-1-baseline.txt
r9,regex,baseline,1,1,37,BenchmarkSimplePatternVariableSmallString,,BenchmarkSimplePatternVariableSmallString,752754,336.2,0,0,paired,,r9-regex-1-baseline.txt
